initial_alias,converted_alias,name,description
ILMN_1802973,ENSG00000053900,ANAPC4,anaphase promoting complex subunit 4 [Source:HGNC Symbol;Acc:HGNC:19990]
ILMN_1802974,ENSG00000180938,ZNF572,zinc finger protein 572 [Source:HGNC Symbol;Acc:HGNC:26758]
ILMN_1803001,None,None,None
ILMN_1803005,ENSG00000132763,MMACHC,metabolism of cobalamin associated C [Source:HGNC Symbol;Acc:HGNC:24525]
ILMN_1803015,ENSG00000175728,C11orf44,chromosome 11 open reading frame 44 [Source:HGNC Symbol;Acc:HGNC:26805]
ILMN_1803018,ENSG00000167702,KIFC2,kinesin family member C2 [Source:HGNC Symbol;Acc:HGNC:29530]
ILMN_1803024,ENSG00000243566,UPK3B,uroplakin 3B [Source:HGNC Symbol;Acc:HGNC:21444]
ILMN_1803033,ENSG00000008394,MGST1,microsomal glutathione S-transferase 1 [Source:HGNC Symbol;Acc:HGNC:7061]
ILMN_1803036,ENSG00000059588,TARBP1,TAR (HIV-1) RNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:11568]
ILMN_1803045,ENSG00000275835,TUBGCP5,tubulin gamma complex associated protein 5 [Source:HGNC Symbol;Acc:HGNC:18600]
ILMN_1803060,ENSG00000161021,MAML1,mastermind like transcriptional coactivator 1 [Source:HGNC Symbol;Acc:HGNC:13632]
ILMN_1803073,ENSG00000108176,DNAJC12,DnaJ heat shock protein family (Hsp40) member C12 [Source:HGNC Symbol;Acc:HGNC:28908]
ILMN_1803087,ENSG00000237515,SHISA9,shisa family member 9 [Source:HGNC Symbol;Acc:HGNC:37231]
ILMN_1803094,ENSG00000170962,PDGFD,platelet derived growth factor D [Source:HGNC Symbol;Acc:HGNC:30620]
ILMN_1803110,ENSG00000189091,SF3B3,splicing factor 3b subunit 3 [Source:HGNC Symbol;Acc:HGNC:10770]
ILMN_1803136,None,None,None
ILMN_1803143,ENSG00000162298,SYVN1,synoviolin 1 [Source:HGNC Symbol;Acc:HGNC:20738]
ILMN_1803147,ENSG00000134376,CRB1,crumbs cell polarity complex component 1 [Source:HGNC Symbol;Acc:HGNC:2343]
ILMN_1803162,ENSG00000026036,RTEL1-TNFRSF6B,RTEL1-TNFRSF6B readthrough (NMD candidate) [Source:HGNC Symbol;Acc:HGNC:44095]
ILMN_1803162,ENSG00000258366,RTEL1,regulator of telomere elongation helicase 1 [Source:HGNC Symbol;Acc:HGNC:15888]
ILMN_1803180,ENSG00000117592,PRDX6,peroxiredoxin 6 [Source:HGNC Symbol;Acc:HGNC:16753]
ILMN_1803183,ENSG00000241553,ARPC4,actin related protein 2/3 complex subunit 4 [Source:HGNC Symbol;Acc:HGNC:707]
ILMN_1803191,None,None,None
ILMN_1803192,ENSG00000092470,WDR76,WD repeat domain 76 [Source:HGNC Symbol;Acc:HGNC:25773]
ILMN_1803194,ENSG00000108479,GALK1,galactokinase 1 [Source:HGNC Symbol;Acc:HGNC:4118]
ILMN_1803197,ENSG00000127328,RAB3IP,RAB3A interacting protein [Source:HGNC Symbol;Acc:HGNC:16508]
ILMN_1803208,None,None,None
ILMN_1803211,ENSG00000116661,FBXO2,F-box protein 2 [Source:HGNC Symbol;Acc:HGNC:13581]
ILMN_1803218,ENSG00000180269,GPR139,G protein-coupled receptor 139 [Source:HGNC Symbol;Acc:HGNC:19995]
ILMN_1803219,ENSG00000167608,TMC4,transmembrane channel like 4 [Source:HGNC Symbol;Acc:HGNC:22998]
ILMN_1803231,None,None,None
ILMN_1803248,None,None,None
ILMN_1803254,ENSG00000100796,PPP4R3A,protein phosphatase 4 regulatory subunit 3A [Source:HGNC Symbol;Acc:HGNC:20219]
ILMN_1803256,ENSG00000173320,STOX2,storkhead box 2 [Source:HGNC Symbol;Acc:HGNC:25450]
ILMN_1803261,ENSG00000112038,OPRM1,opioid receptor mu 1 [Source:HGNC Symbol;Acc:HGNC:8156]
ILMN_1803277,ENSG00000013364,MVP,major vault protein [Source:HGNC Symbol;Acc:HGNC:7531]
ILMN_1803279,ENSG00000117500,TMED5,transmembrane p24 trafficking protein 5 [Source:HGNC Symbol;Acc:HGNC:24251]
ILMN_1803291,ENSG00000260811,OR4C45,olfactory receptor family 4 subfamily C member 45 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:31270]
ILMN_1803300,ENSG00000140107,SLC25A47,solute carrier family 25 member 47 [Source:HGNC Symbol;Acc:HGNC:20115]
ILMN_1803302,ENSG00000167193,CRK,"CRK proto-oncogene, adaptor protein [Source:HGNC Symbol;Acc:HGNC:2362]"
ILMN_1803308,ENSG00000230707,AL589987.1,novel pseudogene
ILMN_1803312,ENSG00000086189,DIMT1,DIMT1 rRNA methyltransferase and ribosome maturation factor [Source:HGNC Symbol;Acc:HGNC:30217]
ILMN_1803317,ENSG00000198917,SPOUT1,SPOUT domain containing methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:26933]
ILMN_1803317,ENSG00000286112,AL441992.3,kynurenine aminotransferase 1 [Source:NCBI gene;Acc:883]
ILMN_1803323,None,None,None
ILMN_1803348,ENSG00000115504,EHBP1,EH domain binding protein 1 [Source:HGNC Symbol;Acc:HGNC:29144]
ILMN_1803357,ENSG00000213889,PPM1N,"protein phosphatase, Mg2+/Mn2+ dependent 1N (putative) [Source:HGNC Symbol;Acc:HGNC:26845]"
ILMN_1803371,None,None,None
ILMN_1803376,ENSG00000139154,AEBP2,AE binding protein 2 [Source:HGNC Symbol;Acc:HGNC:24051]
ILMN_1803385,None,None,None
ILMN_1803392,ENSG00000213977,TAX1BP3,Tax1 binding protein 3 [Source:HGNC Symbol;Acc:HGNC:30684]
ILMN_1803392,ENSG00000257950,P2RX5-TAX1BP3,P2RX5-TAX1BP3 readthrough (NMD candidate) [Source:HGNC Symbol;Acc:HGNC:49191]
ILMN_1803398,ENSG00000112658,SRF,serum response factor [Source:HGNC Symbol;Acc:HGNC:11291]
ILMN_1803402,ENSG00000133027,PEMT,phosphatidylethanolamine N-methyltransferase [Source:HGNC Symbol;Acc:HGNC:8830]
ILMN_1803412,ENSG00000133424,LARGE1,LARGE xylosyl- and glucuronyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:6511]
ILMN_1803423,ENSG00000129675,ARHGEF6,Rac/Cdc42 guanine nucleotide exchange factor 6 [Source:HGNC Symbol;Acc:HGNC:685]
ILMN_1803429,ENSG00000026508,CD44,CD44 molecule (Indian blood group) [Source:HGNC Symbol;Acc:HGNC:1681]
ILMN_1803454,None,None,None
ILMN_1803464,ENSG00000116793,PHTF1,putative homeodomain transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:8939]
ILMN_1803471,ENSG00000152240,HAUS1,HAUS augmin like complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:25174]
ILMN_1803473,ENSG00000239887,C1orf226,chromosome 1 open reading frame 226 [Source:HGNC Symbol;Acc:HGNC:34351]
ILMN_1803476,ENSG00000112078,KCTD20,potassium channel tetramerization domain containing 20 [Source:HGNC Symbol;Acc:HGNC:21052]
ILMN_1803479,ENSG00000170832,USP32,ubiquitin specific peptidase 32 [Source:HGNC Symbol;Acc:HGNC:19143]
ILMN_1803483,ENSG00000116685,KIAA2013,KIAA2013 [Source:HGNC Symbol;Acc:HGNC:28513]
ILMN_1803510,ENSG00000188522,FAM83G,family with sequence similarity 83 member G [Source:HGNC Symbol;Acc:HGNC:32554]
ILMN_1803559,ENSG00000244306,AL589743.1,double homeobox A pseudogene 10
ILMN_1803560,ENSG00000086730,LAT2,linker for activation of T cells family member 2 [Source:HGNC Symbol;Acc:HGNC:12749]
ILMN_1803561,ENSG00000116711,PLA2G4A,phospholipase A2 group IVA [Source:HGNC Symbol;Acc:HGNC:9035]
ILMN_1803564,ENSG00000058799,YIPF1,Yip1 domain family member 1 [Source:HGNC Symbol;Acc:HGNC:25231]
ILMN_1803570,ENSG00000184992,BRI3BP,BRI3 binding protein [Source:HGNC Symbol;Acc:HGNC:14251]
ILMN_1803580,None,None,None
ILMN_1803590,ENSG00000133858,ZFC3H1,zinc finger C3H1-type containing [Source:HGNC Symbol;Acc:HGNC:28328]
ILMN_1803593,ENSG00000108379,WNT3,Wnt family member 3 [Source:HGNC Symbol;Acc:HGNC:12782]
ILMN_1803597,None,None,None
ILMN_1803609,ENSG00000172967,XKR3,XK related 3 [Source:HGNC Symbol;Acc:HGNC:28778]
ILMN_1803611,ENSG00000164975,SNAPC3,small nuclear RNA activating complex polypeptide 3 [Source:HGNC Symbol;Acc:HGNC:11136]
ILMN_1803615,ENSG00000007264,MATK,megakaryocyte-associated tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:6906]
ILMN_1803624,ENSG00000105677,TMEM147,transmembrane protein 147 [Source:HGNC Symbol;Acc:HGNC:30414]
ILMN_1803647,ENSG00000114023,FAM162A,family with sequence similarity 162 member A [Source:HGNC Symbol;Acc:HGNC:17865]
ILMN_1803650,ENSG00000116990,MYCL,"MYCL proto-oncogene, bHLH transcription factor [Source:HGNC Symbol;Acc:HGNC:7555]"
ILMN_1803652,ENSG00000157693,TMEM268,transmembrane protein 268 [Source:HGNC Symbol;Acc:HGNC:24513]
ILMN_1803655,ENSG00000101349,PAK5,p21 (RAC1) activated kinase 5 [Source:HGNC Symbol;Acc:HGNC:15916]
ILMN_1803673,ENSG00000141854,MISP3,MISP family member 3 [Source:HGNC Symbol;Acc:HGNC:26963]
ILMN_1803676,ENSG00000132199,ENOSF1,enolase superfamily member 1 [Source:HGNC Symbol;Acc:HGNC:30365]
ILMN_1803686,ENSG00000196839,ADA,adenosine deaminase [Source:HGNC Symbol;Acc:HGNC:186]
ILMN_1803698,ENSG00000124222,STX16,syntaxin 16 [Source:HGNC Symbol;Acc:HGNC:11431]
ILMN_1803698,ENSG00000254995,STX16-NPEPL1,STX16-NPEPL1 readthrough (NMD candidate) [Source:HGNC Symbol;Acc:HGNC:41993]
ILMN_1803712,ENSG00000087128,TMPRSS11E,transmembrane serine protease 11E [Source:HGNC Symbol;Acc:HGNC:24465]
ILMN_1803720,ENSG00000170190,SLC16A5,solute carrier family 16 member 5 [Source:HGNC Symbol;Acc:HGNC:10926]
ILMN_1803728,ENSG00000100036,SLC35E4,solute carrier family 35 member E4 [Source:HGNC Symbol;Acc:HGNC:17058]
ILMN_1803739,ENSG00000092200,RPGRIP1,RPGR interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:13436]
ILMN_1803742,None,None,None
ILMN_1803743,None,None,None
ILMN_1803744,ENSG00000131871,SELENOS,selenoprotein S [Source:HGNC Symbol;Acc:HGNC:30396]
ILMN_1803745,ENSG00000139531,SUOX,sulfite oxidase [Source:HGNC Symbol;Acc:HGNC:11460]
ILMN_1803749,ENSG00000206113,CFAP99,cilia and flagella associated protein 99 [Source:HGNC Symbol;Acc:HGNC:51180]
ILMN_1803772,ENSG00000175482,POLD4,"DNA polymerase delta 4, accessory subunit [Source:HGNC Symbol;Acc:HGNC:14106]"
ILMN_1803772,ENSG00000256514,AP003419.1,novel protein
ILMN_1803773,ENSG00000105695,MAG,myelin associated glycoprotein [Source:HGNC Symbol;Acc:HGNC:6783]
ILMN_1803774,ENSG00000115661,STK16,serine/threonine kinase 16 [Source:HGNC Symbol;Acc:HGNC:11394]
ILMN_1803775,ENSG00000115541,HSPE1,heat shock protein family E (Hsp10) member 1 [Source:HGNC Symbol;Acc:HGNC:5269]
ILMN_1803779,ENSG00000183020,AP2A2,adaptor related protein complex 2 subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:562]
ILMN_1803788,ENSG00000131981,LGALS3,galectin 3 [Source:HGNC Symbol;Acc:HGNC:6563]
ILMN_1803799,ENSG00000229944,EIF4EP2,eukaryotic translation initiation factor 4E pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:32428]
ILMN_1803801,ENSG00000162494,LRRC38,leucine rich repeat containing 38 [Source:HGNC Symbol;Acc:HGNC:27005]
ILMN_1803803,ENSG00000150783,TEX12,testis expressed 12 [Source:HGNC Symbol;Acc:HGNC:11734]
ILMN_1803803,ENSG00000255292,AP002884.2,novel transcript
ILMN_1803810,ENSG00000125844,RRBP1,ribosome binding protein 1 [Source:HGNC Symbol;Acc:HGNC:10448]
ILMN_1803811,ENSG00000173334,TRIB1,tribbles pseudokinase 1 [Source:HGNC Symbol;Acc:HGNC:16891]
ILMN_1803813,ENSG00000034533,ASTE1,asteroid homolog 1 [Source:HGNC Symbol;Acc:HGNC:25021]
ILMN_1803818,ENSG00000157064,NMNAT2,nicotinamide nucleotide adenylyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:16789]
ILMN_1803819,ENSG00000140575,IQGAP1,IQ motif containing GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:6110]
ILMN_1803824,ENSG00000188706,ZDHHC9,zinc finger DHHC-type containing 9 [Source:HGNC Symbol;Acc:HGNC:18475]
ILMN_1803825,ENSG00000107562,CXCL12,C-X-C motif chemokine ligand 12 [Source:HGNC Symbol;Acc:HGNC:10672]
ILMN_1803834,None,None,None
ILMN_1803838,ENSG00000105427,CNFN,cornifelin [Source:HGNC Symbol;Acc:HGNC:30183]
ILMN_1803846,ENSG00000173812,EIF1,eukaryotic translation initiation factor 1 [Source:HGNC Symbol;Acc:HGNC:3249]
ILMN_1803850,ENSG00000099282,TSPAN15,tetraspanin 15 [Source:HGNC Symbol;Acc:HGNC:23298]
ILMN_1803852,ENSG00000242599,CSAG4,CSAG family member 4 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:20923]
ILMN_1803853,ENSG00000225921,NOL7,nucleolar protein 7 [Source:HGNC Symbol;Acc:HGNC:21040]
ILMN_1803855,ENSG00000135472,FAIM2,Fas apoptotic inhibitory molecule 2 [Source:HGNC Symbol;Acc:HGNC:17067]
ILMN_1803856,ENSG00000235859,AC006978.1,"proteasome (prosome, macropain) 26S subunit, ATPase, 5 (PSMC5) pseudogene"
ILMN_1803873,ENSG00000181371,OR5M8,olfactory receptor family 5 subfamily M member 8 [Source:HGNC Symbol;Acc:HGNC:14846]
ILMN_1803882,ENSG00000112715,VEGFA,vascular endothelial growth factor A [Source:HGNC Symbol;Acc:HGNC:12680]
ILMN_1803889,ENSG00000162069,BICDL2,BICD family like cargo adaptor 2 [Source:HGNC Symbol;Acc:HGNC:33584]
ILMN_1803906,None,None,None
ILMN_1803907,ENSG00000172789,HOXC5,homeobox C5 [Source:HGNC Symbol;Acc:HGNC:5127]
ILMN_1803907,ENSG00000207571,MIR615,microRNA 615 [Source:HGNC Symbol;Acc:HGNC:32871]
ILMN_1803907,ENSG00000273046,AC012531.2,novel transcript
ILMN_1803907,ENSG00000273049,AC012531.3,"novel protein, readthrough between HOXC10 and HOXC5"
ILMN_1803911,ENSG00000116691,MIIP,migration and invasion inhibitory protein [Source:HGNC Symbol;Acc:HGNC:25715]
ILMN_1803911,ENSG00000276869,MIR6729,microRNA 6729 [Source:HGNC Symbol;Acc:HGNC:50103]
ILMN_1803925,ENSG00000100330,MTMR3,myotubularin related protein 3 [Source:HGNC Symbol;Acc:HGNC:7451]
ILMN_1803939,ENSG00000181704,YIPF6,Yip1 domain family member 6 [Source:HGNC Symbol;Acc:HGNC:28304]
ILMN_1803941,ENSG00000121749,TBC1D15,TBC1 domain family member 15 [Source:HGNC Symbol;Acc:HGNC:25694]
ILMN_1803945,ENSG00000206337,HCP5,HLA complex P5 [Source:HGNC Symbol;Acc:HGNC:21659]
ILMN_1803953,ENSG00000232388,SMIM26,small integral membrane protein 26 [Source:HGNC Symbol;Acc:HGNC:43430]
ILMN_1803968,ENSG00000233225,AC004987.2,single stranded DNA binding protein 3 (SSBP3) pseudogene
ILMN_1803973,None,None,None
ILMN_1803977,ENSG00000141429,GALNT1,polypeptide N-acetylgalactosaminyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:4123]
ILMN_1803979,ENSG00000115297,TLX2,T cell leukemia homeobox 2 [Source:HGNC Symbol;Acc:HGNC:5057]
ILMN_1803984,ENSG00000111837,MAK,male germ cell associated kinase [Source:HGNC Symbol;Acc:HGNC:6816]
ILMN_1803988,ENSG00000143384,MCL1,"MCL1 apoptosis regulator, BCL2 family member [Source:HGNC Symbol;Acc:HGNC:6943]"
ILMN_1803994,None,None,None
ILMN_1803995,ENSG00000064115,TM7SF3,transmembrane 7 superfamily member 3 [Source:HGNC Symbol;Acc:HGNC:23049]
ILMN_1803997,ENSG00000165689,ENTR1,endosome associated trafficking regulator 1 [Source:HGNC Symbol;Acc:HGNC:10667]
ILMN_1804005,ENSG00000130957,FBP2,fructose-bisphosphatase 2 [Source:HGNC Symbol;Acc:HGNC:3607]
ILMN_1804007,ENSG00000187556,NANOS3,nanos C2HC-type zinc finger 3 [Source:HGNC Symbol;Acc:HGNC:22048]
ILMN_1804010,None,None,None
ILMN_1804051,ENSG00000106266,SNX8,sorting nexin 8 [Source:HGNC Symbol;Acc:HGNC:14972]
ILMN_1804051,ENSG00000284047,MIR6836,microRNA 6836 [Source:HGNC Symbol;Acc:HGNC:50067]
ILMN_1804090,ENSG00000183048,SLC25A10,solute carrier family 25 member 10 [Source:HGNC Symbol;Acc:HGNC:10980]
ILMN_1804090,ENSG00000262660,AC139530.2,novel protein
ILMN_1804104,ENSG00000115085,ZAP70,zeta chain of T cell receptor associated protein kinase 70 [Source:HGNC Symbol;Acc:HGNC:12858]
ILMN_1804113,ENSG00000064490,RFXANK,regulatory factor X associated ankyrin containing protein [Source:HGNC Symbol;Acc:HGNC:9987]
ILMN_1804117,ENSG00000173465,ZNRD2,zinc ribbon domain containing 2 [Source:HGNC Symbol;Acc:HGNC:11328]
ILMN_1804117,ENSG00000176973,FAM89B,family with sequence similarity 89 member B [Source:HGNC Symbol;Acc:HGNC:16708]
ILMN_1804137,ENSG00000101974,ATP11C,ATPase phospholipid transporting 11C [Source:HGNC Symbol;Acc:HGNC:13554]
ILMN_1804142,None,None,None
ILMN_1804148,ENSG00000158604,TMED4,transmembrane p24 trafficking protein 4 [Source:HGNC Symbol;Acc:HGNC:22301]
ILMN_1804150,ENSG00000106049,HIBADH,3-hydroxyisobutyrate dehydrogenase [Source:HGNC Symbol;Acc:HGNC:4907]
ILMN_1804157,None,None,None
ILMN_1804163,ENSG00000163075,CFAP221,cilia and flagella associated protein 221 [Source:HGNC Symbol;Acc:HGNC:33720]
ILMN_1804170,ENSG00000103056,SMPD3,sphingomyelin phosphodiesterase 3 [Source:HGNC Symbol;Acc:HGNC:14240]
ILMN_1804170,ENSG00000279693,AC099521.3,novel transcript
ILMN_1804174,ENSG00000072694,FCGR2B,Fc fragment of IgG receptor IIb [Source:HGNC Symbol;Acc:HGNC:3618]
ILMN_1804207,ENSG00000105364,MRPL4,mitochondrial ribosomal protein L4 [Source:HGNC Symbol;Acc:HGNC:14276]
ILMN_1804248,ENSG00000160752,FDPS,farnesyl diphosphate synthase [Source:HGNC Symbol;Acc:HGNC:3631]
ILMN_1804263,ENSG00000065029,ZNF76,zinc finger protein 76 [Source:HGNC Symbol;Acc:HGNC:13149]
ILMN_1804277,ENSG00000166068,SPRED1,sprouty related EVH1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20249]
ILMN_1804279,ENSG00000081237,PTPRC,protein tyrosine phosphatase receptor type C [Source:HGNC Symbol;Acc:HGNC:9666]
ILMN_1804283,ENSG00000087460,GNAS,GNAS complex locus [Source:HGNC Symbol;Acc:HGNC:4392]
ILMN_1804285,None,None,None
ILMN_1804306,ENSG00000228285,LYPLA2P1,LYPLA2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:21069]
ILMN_1804327,ENSG00000205531,NAP1L4,nucleosome assembly protein 1 like 4 [Source:HGNC Symbol;Acc:HGNC:7640]
ILMN_1804328,ENSG00000123124,WWP1,WW domain containing E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:17004]
ILMN_1804329,ENSG00000114383,TUSC2,"tumor suppressor 2, mitochondrial calcium regulator [Source:HGNC Symbol;Acc:HGNC:17034]"
ILMN_1804332,ENSG00000173264,GPR137,G protein-coupled receptor 137 [Source:HGNC Symbol;Acc:HGNC:24300]
ILMN_1804337,ENSG00000172650,AGAP5,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 5 [Source:HGNC Symbol;Acc:HGNC:23467]"
ILMN_1804337,ENSG00000178440,TIMM23B-AGAP6,TIMM23B-AGAP6 readthrough [Source:HGNC Symbol;Acc:HGNC:45009]
ILMN_1804337,ENSG00000188234,AGAP4,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 4 [Source:HGNC Symbol;Acc:HGNC:23459]"
ILMN_1804337,ENSG00000204149,AGAP6,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 6 [Source:HGNC Symbol;Acc:HGNC:23466]"
ILMN_1804337,ENSG00000204172,AGAP9,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 9 [Source:HGNC Symbol;Acc:HGNC:23463]"
ILMN_1804337,ENSG00000230869,AGAP10P,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 10, pseudogene [Source:HGNC Symbol;Acc:HGNC:23659]"
ILMN_1804337,ENSG00000242288,AC022400.3,novel transcript
ILMN_1804337,ENSG00000264204,AGAP7P,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 7, pseudogene [Source:HGNC Symbol;Acc:HGNC:23465]"
ILMN_1804337,ENSG00000265018,AGAP12P,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 12, pseudogene [Source:HGNC Symbol;Acc:HGNC:23661]"
ILMN_1804337,ENSG00000279058,AGAP14P,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 14, pseudogene [Source:HGNC Symbol;Acc:HGNC:23660]"
ILMN_1804339,ENSG00000008118,CAMK1G,calcium/calmodulin dependent protein kinase IG [Source:HGNC Symbol;Acc:HGNC:14585]
ILMN_1804350,None,None,None
ILMN_1804351,ENSG00000155760,FZD7,frizzled class receptor 7 [Source:HGNC Symbol;Acc:HGNC:4045]
ILMN_1804361,ENSG00000107882,SUFU,SUFU negative regulator of hedgehog signaling [Source:HGNC Symbol;Acc:HGNC:16466]
ILMN_1804384,ENSG00000169093,ASMTL,acetylserotonin O-methyltransferase like [Source:HGNC Symbol;Acc:HGNC:751]
ILMN_1804396,ENSG00000119669,IRF2BPL,interferon regulatory factor 2 binding protein like [Source:HGNC Symbol;Acc:HGNC:14282]
ILMN_1804415,ENSG00000170545,SMAGP,small cell adhesion glycoprotein [Source:HGNC Symbol;Acc:HGNC:26918]
ILMN_1804419,ENSG00000118308,LRMP,lymphoid restricted membrane protein [Source:HGNC Symbol;Acc:HGNC:6690]
ILMN_1804426,None,None,None
ILMN_1804445,ENSG00000166669,ATF7IP2,activating transcription factor 7 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:20397]
ILMN_1804448,ENSG00000153944,MSI2,musashi RNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:18585]
ILMN_1804451,ENSG00000166477,LEO1,"LEO1 homolog, Paf1/RNA polymerase II complex component [Source:HGNC Symbol;Acc:HGNC:30401]"
ILMN_1804454,ENSG00000082269,FAM135A,family with sequence similarity 135 member A [Source:HGNC Symbol;Acc:HGNC:21084]
ILMN_1804464,ENSG00000183474,GTF2H2C,GTF2H2 family member C [Source:HGNC Symbol;Acc:HGNC:31394]
ILMN_1804464,ENSG00000226259,GTF2H2B,general transcription factor IIH subunit 2B (pseudogene) [Source:HGNC Symbol;Acc:HGNC:31393]
ILMN_1804470,None,None,None
ILMN_1804476,ENSG00000144591,GMPPA,GDP-mannose pyrophosphorylase A [Source:HGNC Symbol;Acc:HGNC:22923]
ILMN_1804479,ENSG00000112110,MRPL18,mitochondrial ribosomal protein L18 [Source:HGNC Symbol;Acc:HGNC:14477]
ILMN_1804490,ENSG00000128563,PRKRIP1,PRKR interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:21894]
ILMN_1804494,ENSG00000183655,KLHL25,kelch like family member 25 [Source:HGNC Symbol;Acc:HGNC:25732]
ILMN_1804498,ENSG00000106009,BRAT1,BRCA1 associated ATM activator 1 [Source:HGNC Symbol;Acc:HGNC:21701]
ILMN_1804509,ENSG00000157851,DPYSL5,dihydropyrimidinase like 5 [Source:HGNC Symbol;Acc:HGNC:20637]
ILMN_1804522,ENSG00000108588,CCDC47,coiled-coil domain containing 47 [Source:HGNC Symbol;Acc:HGNC:24856]
ILMN_1804530,None,None,None
ILMN_1804532,None,None,None
ILMN_1804538,None,None,None
ILMN_1804539,ENSG00000117262,GPR89A,G protein-coupled receptor 89A [Source:HGNC Symbol;Acc:HGNC:31984]
ILMN_1804539,ENSG00000188092,GPR89B,G protein-coupled receptor 89B [Source:HGNC Symbol;Acc:HGNC:13840]
ILMN_1804562,ENSG00000136868,SLC31A1,solute carrier family 31 member 1 [Source:HGNC Symbol;Acc:HGNC:11016]
ILMN_1804571,ENSG00000187626,ZKSCAN4,zinc finger with KRAB and SCAN domains 4 [Source:HGNC Symbol;Acc:HGNC:13854]
ILMN_1804593,ENSG00000188175,HEPACAM2,HEPACAM family member 2 [Source:HGNC Symbol;Acc:HGNC:27364]
ILMN_1804597,ENSG00000115827,DCAF17,DDB1 and CUL4 associated factor 17 [Source:HGNC Symbol;Acc:HGNC:25784]
ILMN_1804601,ENSG00000211893,IGHG2,immunoglobulin heavy constant gamma 2 (G2m marker) [Source:HGNC Symbol;Acc:HGNC:5526]
ILMN_1804604,ENSG00000082196,C1QTNF3,C1q and TNF related 3 [Source:HGNC Symbol;Acc:HGNC:14326]
ILMN_1804610,ENSG00000086102,NFX1,"nuclear transcription factor, X-box binding 1 [Source:HGNC Symbol;Acc:HGNC:7803]"
ILMN_1804611,ENSG00000151135,TMEM263,transmembrane protein 263 [Source:HGNC Symbol;Acc:HGNC:28281]
ILMN_1804618,ENSG00000136908,DPM2,"dolichyl-phosphate mannosyltransferase subunit 2, regulatory [Source:HGNC Symbol;Acc:HGNC:3006]"
ILMN_1804629,ENSG00000196511,TPK1,thiamin pyrophosphokinase 1 [Source:HGNC Symbol;Acc:HGNC:17358]
ILMN_1804642,ENSG00000123415,SMUG1,single-strand-selective monofunctional uracil-DNA glycosylase 1 [Source:HGNC Symbol;Acc:HGNC:17148]
ILMN_1804652,ENSG00000068137,PLEKHH3,"pleckstrin homology, MyTH4 and FERM domain containing H3 [Source:HGNC Symbol;Acc:HGNC:26105]"
ILMN_1804654,ENSG00000270499,MKI67P1,marker of proliferation Ki-67 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:49230]
ILMN_1804656,ENSG00000178449,COX14,cytochrome c oxidase assembly factor COX14 [Source:HGNC Symbol;Acc:HGNC:28216]
ILMN_1804661,ENSG00000160145,KALRN,kalirin RhoGEF kinase [Source:HGNC Symbol;Acc:HGNC:4814]
ILMN_1804662,ENSG00000169752,NRG4,neuregulin 4 [Source:HGNC Symbol;Acc:HGNC:29862]
ILMN_1804663,ENSG00000169231,THBS3,thrombospondin 3 [Source:HGNC Symbol;Acc:HGNC:11787]
ILMN_1804673,ENSG00000168679,SLC16A4,solute carrier family 16 member 4 [Source:HGNC Symbol;Acc:HGNC:10925]
ILMN_1804676,ENSG00000117533,VAMP4,vesicle associated membrane protein 4 [Source:HGNC Symbol;Acc:HGNC:12645]
ILMN_1804679,ENSG00000103510,KAT8,lysine acetyltransferase 8 [Source:HGNC Symbol;Acc:HGNC:17933]
ILMN_1804679,ENSG00000261385,AC009088.3,"novel transcript, antisense to PRSS8"
ILMN_1804711,ENSG00000185187,SIGIRR,single Ig and TIR domain containing [Source:HGNC Symbol;Acc:HGNC:30575]
ILMN_1804735,ENSG00000160200,CBS,cystathionine beta-synthase [Source:HGNC Symbol;Acc:HGNC:1550]
